pID,Name,GenerationNumber,Species,PrimaryType,Height,Weight,PrimaryAbility,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,CatchRate,BaseFriendship,BaseExperience,GrowthRate,PrimaryEggType,EggCycles
314,Illumise,3,Firefly  ,Bug,0.6,17.7,Oblivious,65,47,75,73,85,85,150.0,70.0,151.0,Fluctuating,Bug,15.0
315,Roselia,3,Thorn  ,Grass,0.3,2.0,Natural Cure,50,60,45,100,80,65,150.0,70.0,140.0,Medium Slow,Fairy,20.0
316,Gulpin,3,Stomach  ,Poison,0.4,10.3,Liquid Ooze,70,43,53,43,53,40,225.0,70.0,60.0,Fluctuating,Amorphous,20.0
317,Swalot,3,Poison Bag  ,Poison,1.7,80.0,Liquid Ooze,100,73,83,73,83,55,75.0,70.0,163.0,Fluctuating,Amorphous,20.0
318,Carvanha,3,Savage  ,Water,0.8,20.8,Rough Skin,45,90,20,65,20,65,225.0,35.0,61.0,Slow,Water 2,20.0
319,Sharpedo,3,Brutal  ,Water,1.8,88.8,Rough Skin,70,120,40,95,40,95,60.0,35.0,161.0,Slow,Water 2,20.0
319,Mega Sharpedo,3,Brutal  ,Water,2.5,130.3,Strong Jaw,70,140,70,110,65,105,60.0,35.0,196.0,Slow,Water 2,20.0
320,Wailmer,3,Ball Whale  ,Water,2.0,130.0,Water Veil,130,70,35,70,35,60,125.0,70.0,80.0,Fluctuating,Field,40.0
321,Wailord,3,Float Whale  ,Water,14.5,398.0,Water Veil,170,90,45,90,45,60,60.0,70.0,175.0,Fluctuating,Field,40.0
322,Numel,3,Numb  ,Fire,0.7,24.0,Oblivious,60,60,40,65,45,35,255.0,70.0,61.0,Medium Fast,Field,20.0
323,Camerupt,3,Eruption  ,Fire,1.9,220.0,Magma Armor,70,100,70,105,75,40,150.0,70.0,161.0,Medium Fast,Field,20.0
323,Mega Camerupt,3,Eruption  ,Fire,2.5,320.5,Sheer Force,70,120,100,145,105,20,150.0,70.0,196.0,Medium Fast,Field,20.0
324,Torkoal,3,Coal  ,Fire,0.5,80.4,White Smoke,70,85,140,85,70,20,90.0,70.0,165.0,Medium Fast,Field,20.0
325,Spoink,3,Bounce  ,Psychic,0.7,30.6,Thick Fat,60,25,35,70,80,60,255.0,70.0,66.0,Fast,Field,20.0
326,Grumpig,3,Manipulate  ,Psychic,0.9,71.5,Thick Fat,80,45,65,90,110,80,60.0,70.0,165.0,Fast,Field,20.0
327,Spinda,3,Spot Panda  ,Normal,1.1,5.0,Own Tempo,60,60,60,60,60,60,255.0,70.0,126.0,Fast,Field,15.0
328,Trapinch,3,Ant Pit  ,Ground,0.7,15.0,Hyper Cutter,45,100,45,45,45,10,255.0,70.0,58.0,Medium Slow,Bug,20.0
329,Vibrava,3,Vibration  ,Ground,1.1,15.3,Levitate,50,70,50,50,50,70,120.0,70.0,119.0,Medium Slow,Bug,20.0
330,Flygon,3,Mystic  ,Ground,2.0,82.0,Levitate,80,100,80,80,80,100,45.0,70.0,234.0,Medium Slow,Bug,20.0
331,Cacnea,3,Cactus  ,Grass,0.4,51.3,Sand Veil,50,85,40,85,40,35,190.0,35.0,67.0,Medium Slow,Grass,20.0
332,Cacturne,3,Scarecrow  ,Grass,1.3,77.4,Sand Veil,70,115,60,115,60,55,60.0,35.0,166.0,Medium Slow,Grass,20.0
333,Swablu,3,Cotton Bird  ,Normal,0.4,1.2,Natural Cure,45,40,60,40,75,50,255.0,70.0,62.0,Erratic,Dragon,20.0
334,Altaria,3,Humming  ,Dragon,1.1,20.6,Natural Cure,75,70,90,70,105,80,45.0,70.0,172.0,Erratic,Dragon,20.0
334,Mega Altaria,3,Humming  ,Dragon,1.5,20.6,Pixilate,75,110,110,110,105,80,45.0,70.0,207.0,Erratic,Dragon,20.0
335,Zangoose,3,Cat Ferret  ,Normal,1.3,40.3,Immunity,73,115,60,60,60,90,90.0,70.0,160.0,Erratic,Field,20.0
336,Seviper,3,Fang Snake  ,Poison,2.7,52.5,Shed Skin,73,100,60,100,60,65,90.0,70.0,160.0,Fluctuating,Dragon,20.0
337,Lunatone,3,Meteorite  ,Rock,1.0,168.0,Levitate,90,55,65,95,85,70,45.0,70.0,161.0,Fast,Mineral,25.0
338,Solrock,3,Meteorite  ,Rock,1.2,154.0,Levitate,90,95,85,55,65,70,45.0,70.0,161.0,Fast,Mineral,25.0
339,Barboach,3,Whiskers  ,Water,0.4,1.9,Oblivious,50,48,43,46,41,60,190.0,70.0,58.0,Medium Fast,Water 2,20.0
340,Whiscash,3,Whiskers  ,Water,0.9,23.6,Oblivious,110,78,73,76,71,60,75.0,70.0,164.0,Medium Fast,Water 2,20.0
341,Corphish,3,Ruffian  ,Water,0.6,11.5,Hyper Cutter,43,80,65,50,35,35,205.0,70.0,62.0,Fluctuating,Water 1,15.0
342,Crawdaunt,3,Rogue  ,Water,1.1,32.8,Hyper Cutter,63,120,85,90,55,55,155.0,70.0,164.0,Fluctuating,Water 1,15.0
343,Baltoy,3,Clay Doll  ,Ground,0.5,21.5,Levitate,40,40,55,40,70,55,255.0,70.0,60.0,Medium Fast,Mineral,20.0
344,Claydol,3,Clay Doll  ,Ground,1.5,108.0,Levitate,60,70,105,70,120,75,90.0,70.0,175.0,Medium Fast,Mineral,20.0
345,Lileep,3,Sea Lily  ,Rock,1.0,23.8,Suction Cups,66,41,77,61,87,23,45.0,70.0,71.0,Erratic,Water 3,30.0
346,Cradily,3,Barnacle  ,Rock,1.5,60.4,Suction Cups,86,81,97,81,107,43,45.0,70.0,173.0,Erratic,Water 3,30.0
347,Anorith,3,Old Shrimp  ,Rock,0.7,12.5,Battle Armor,45,95,50,40,50,75,45.0,70.0,71.0,Erratic,Water 3,30.0
348,Armaldo,3,Plate  ,Rock,1.5,68.2,Battle Armor,75,125,100,70,80,45,45.0,70.0,173.0,Erratic,Water 3,30.0
349,Feebas,3,Fish  ,Water,0.6,7.4,Swift Swim,20,15,20,10,55,80,255.0,70.0,40.0,Erratic,Dragon,20.0
350,Milotic,3,Tender  ,Water,6.2,162.0,Marvel Scale,95,60,79,100,125,81,60.0,70.0,189.0,Erratic,Dragon,20.0
351,Castform,3,Weather  ,Normal,0.3,0.8,Forecast,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,Amorphous,25.0
351,Castform Sunny Form,3,Weather  ,Fire,0.3,0.8,Forecast,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,Amorphous,25.0
351,Castform Rainy Form,3,Weather  ,Water,0.3,0.8,Forecast,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,Amorphous,25.0
351,Castform Snowy Form,3,Weather  ,Ice,0.3,0.8,Forecast,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,Amorphous,25.0
352,Kecleon,3,Color Swap  ,Normal,1.0,22.0,Color Change,60,90,70,60,120,40,200.0,70.0,154.0,Medium Slow,Field,20.0
353,Shuppet,3,Puppet  ,Ghost,0.6,2.3,Insomnia,44,75,35,63,33,45,225.0,35.0,59.0,Fast,Amorphous,25.0
354,Banette,3,Marionette  ,Ghost,1.1,12.5,Insomnia,64,115,65,83,63,65,45.0,35.0,159.0,Fast,Amorphous,25.0
354,Mega Banette,3,Marionette  ,Ghost,1.2,13.0,Prankster,64,165,75,93,83,75,45.0,35.0,194.0,Fast,Amorphous,25.0
355,Duskull,3,Requiem  ,Ghost,0.8,15.0,Levitate,20,40,90,30,90,25,190.0,35.0,59.0,Fast,Amorphous,25.0
356,Dusclops,3,Beckon  ,Ghost,1.6,30.6,Pressure,40,70,130,60,130,25,90.0,35.0,159.0,Fast,Amorphous,25.0
357,Tropius,3,Fruit  ,Grass,2.0,100.0,Chlorophyll,99,68,83,72,87,51,200.0,70.0,161.0,Slow,Grass,25.0
358,Chimecho,3,Wind Chime  ,Psychic,0.6,1.0,Levitate,75,50,80,95,90,65,45.0,70.0,159.0,Fast,Amorphous,25.0
359,Absol,3,Disaster  ,Dark,1.2,47.0,Pressure,65,130,60,75,60,75,30.0,35.0,163.0,Medium Slow,Field,25.0
359,Mega Absol,3,Disaster  ,Dark,1.2,49.0,Magic Bounce,65,150,60,115,60,115,30.0,35.0,198.0,Medium Slow,Field,25.0
360,Wynaut,3,Bright  ,Psychic,0.6,14.0,Shadow Tag,95,23,48,23,48,23,125.0,70.0,52.0,Medium Fast,Undiscovered,20.0
361,Snorunt,3,Snow Hat  ,Ice,0.7,16.8,Inner Focus,50,50,50,50,50,50,190.0,70.0,60.0,Medium Fast,Fairy,20.0
362,Glalie,3,Face  ,Ice,1.5,256.5,Inner Focus,80,80,80,80,80,80,75.0,70.0,168.0,Medium Fast,Fairy,20.0
362,Mega Glalie,3,Face  ,Ice,2.1,350.2,Refrigerate,80,120,80,120,80,100,75.0,70.0,203.0,Medium Fast,Fairy,20.0
363,Spheal,3,Clap  ,Ice,0.8,39.5,Thick Fat,70,40,50,55,50,25,255.0,70.0,58.0,Medium Slow,Field,20.0
364,Sealeo,3,Ball Roll  ,Ice,1.1,87.6,Thick Fat,90,60,70,75,70,45,120.0,70.0,144.0,Medium Slow,Field,20.0
365,Walrein,3,Ice Break  ,Ice,1.4,150.6,Thick Fat,110,80,90,95,90,65,45.0,70.0,239.0,Medium Slow,Field,20.0
366,Clamperl,3,Bivalve  ,Water,0.4,52.5,Shell Armor,35,64,85,74,55,32,255.0,70.0,69.0,Erratic,Water 1,20.0
367,Huntail,3,Deep Sea  ,Water,1.7,27.0,Swift Swim,55,104,105,94,75,52,60.0,70.0,170.0,Erratic,Water 1,20.0
368,Gorebyss,3,South Sea  ,Water,1.8,22.6,Swift Swim,55,84,105,114,75,52,60.0,70.0,170.0,Erratic,Water 1,20.0
369,Relicanth,3,Longevity  ,Water,1.0,23.4,Swift Swim,100,90,130,45,65,55,25.0,70.0,170.0,Slow,Water 1,40.0
370,Luvdisc,3,Rendezvous  ,Water,0.6,8.7,Swift Swim,43,30,55,40,65,97,225.0,70.0,116.0,Fast,Water 2,20.0
371,Bagon,3,Rock Head  ,Dragon,0.6,42.1,Rock Head,45,75,60,40,30,50,45.0,35.0,60.0,Slow,Dragon,40.0
372,Shelgon,3,Endurance  ,Dragon,1.1,110.5,Rock Head,65,95,100,60,50,50,45.0,35.0,147.0,Slow,Dragon,40.0
373,Salamence,3,Dragon  ,Dragon,1.5,102.6,Intimidate,95,135,80,110,80,100,45.0,35.0,270.0,Slow,Dragon,40.0
373,Mega Salamence,3,Dragon  ,Dragon,1.8,112.6,Aerilate,95,145,130,120,90,120,45.0,35.0,315.0,Slow,Dragon,40.0
374,Beldum,3,Iron Ball  ,Steel,0.6,95.2,Clear Body,40,55,80,35,60,30,3.0,35.0,60.0,Slow,Mineral,40.0
375,Metang,3,Iron Claw  ,Steel,1.2,202.5,Clear Body,60,75,100,55,80,50,3.0,35.0,147.0,Slow,Mineral,40.0
376,Metagross,3,Iron Leg  ,Steel,1.6,550.0,Clear Body,80,135,130,95,90,70,3.0,35.0,270.0,Slow,Mineral,40.0
376,Mega Metagross,3,Iron Leg  ,Steel,2.5,942.9,Tough Claws,80,145,150,105,110,110,3.0,35.0,315.0,Slow,Mineral,40.0
377,Regirock,3,Rock Peak  ,Rock,1.7,230.0,Clear Body,80,100,200,50,100,50,3.0,35.0,261.0,Slow,Undiscovered,80.0
378,Regice,3,Iceberg  ,Ice,1.8,175.0,Clear Body,80,50,100,100,200,50,3.0,35.0,261.0,Slow,Undiscovered,80.0
379,Registeel,3,Iron  ,Steel,1.9,205.0,Clear Body,80,75,150,75,150,50,3.0,35.0,261.0,Slow,Undiscovered,80.0
380,Latias,3,Eon  ,Dragon,1.4,40.0,Levitate,80,80,90,110,130,110,3.0,90.0,270.0,Slow,Undiscovered,120.0
380,Mega Latias,3,Eon  ,Dragon,1.8,52.0,Levitate,80,100,120,140,150,110,3.0,90.0,315.0,Slow,Undiscovered,120.0
381,Latios,3,Eon  ,Dragon,2.0,60.0,Levitate,80,90,80,130,110,110,3.0,90.0,270.0,Slow,Undiscovered,120.0
381,Mega Latios,3,Eon  ,Dragon,2.3,70.0,Levitate,80,130,100,160,120,110,3.0,90.0,315.0,Slow,Undiscovered,120.0
382,Kyogre,3,Sea Basin  ,Water,4.5,352.0,Drizzle,100,100,90,150,140,90,3.0,0.0,302.0,Slow,Undiscovered,120.0
382,Primal Kyogre,3,Sea Basin  ,Water,9.8,430.0,Primordial Sea,100,150,90,180,160,90,5.0,0.0,347.0,Slow,Undiscovered,120.0
383,Groudon,3,Continent  ,Ground,3.5,950.0,Drought,100,150,140,100,90,90,3.0,0.0,302.0,Slow,Undiscovered,120.0
383,Primal Groudon,3,Continent  ,Ground,5.0,999.7,Desolate Land,100,180,160,150,90,90,5.0,0.0,347.0,Slow,Undiscovered,120.0
384,Rayquaza,3,Sky High  ,Dragon,7.0,206.5,Air Lock,105,150,90,150,90,95,45.0,0.0,306.0,Slow,Undiscovered,120.0
384,Mega Rayquaza,3,Sky High  ,Dragon,10.8,392.0,Delta Stream,105,180,100,180,100,115,3.0,0.0,351.0,Slow,Undiscovered,120.0
385,Jirachi,3,Wish  ,Steel,0.3,1.1,Serene Grace,100,100,100,100,100,100,3.0,100.0,270.0,Slow,Undiscovered,120.0
386,Deoxys Normal Forme,3,DNA  ,Psychic,1.7,60.8,Pressure,50,150,50,150,50,150,3.0,0.0,270.0,Slow,Undiscovered,120.0
386,Deoxys Attack Forme,3,DNA  ,Psychic,1.7,60.8,Pressure,50,180,20,180,20,150,3.0,0.0,270.0,Slow,Undiscovered,120.0
386,Deoxys Defense Forme,3,DNA  ,Psychic,1.7,60.8,Pressure,50,70,160,70,160,90,3.0,0.0,270.0,Slow,Undiscovered,120.0
386,Deoxys Speed Forme,3,DNA  ,Psychic,1.7,60.8,Pressure,50,95,90,95,90,180,3.0,0.0,270.0,Slow,Undiscovered,120.0
387,Turtwig,4,Tiny Leaf  ,Grass,0.4,10.2,Overgrow,55,68,64,45,55,31,45.0,70.0,64.0,Medium Slow,Grass,20.0
388,Grotle,4,Grove  ,Grass,1.1,97.0,Overgrow,75,89,85,55,65,36,45.0,70.0,142.0,Medium Slow,Grass,20.0
389,Torterra,4,Continent  ,Grass,2.2,310.0,Overgrow,95,109,105,75,85,56,45.0,70.0,236.0,Medium Slow,Grass,20.0
390,Chimchar,4,Chimp  ,Fire,0.5,6.2,Blaze,44,58,44,58,44,61,45.0,70.0,62.0,Medium Slow,Field,20.0
391,Monferno,4,Playful  ,Fire,0.9,22.0,Blaze,64,78,52,78,52,81,45.0,70.0,142.0,Medium Slow,Field,20.0
392,Infernape,4,Flame  ,Fire,1.2,55.0,Blaze,76,104,71,104,71,108,45.0,70.0,240.0,Medium Slow,Field,20.0
393,Piplup,4,Penguin  ,Water,0.4,5.2,Torrent,53,51,53,61,56,40,45.0,70.0,63.0,Medium Slow,Field,20.0
394,Prinplup,4,Penguin  ,Water,0.8,23.0,Torrent,64,66,68,81,76,50,45.0,70.0,142.0,Medium Slow,Field,20.0
395,Empoleon,4,Emperor  ,Water,1.7,84.5,Torrent,84,86,88,111,101,60,45.0,70.0,239.0,Medium Slow,Field,20.0
396,Starly,4,Starling  ,Normal,0.3,2.0,Keen Eye,40,55,30,30,30,60,255.0,70.0,49.0,Medium Slow,Flying,15.0
397,Staravia,4,Starling  ,Normal,0.6,15.5,Intimidate,55,75,50,40,40,80,120.0,70.0,119.0,Medium Slow,Flying,15.0
398,Staraptor,4,Predator  ,Normal,1.2,24.9,Intimidate,85,120,70,50,60,100,45.0,70.0,218.0,Medium Slow,Flying,15.0
399,Bidoof,4,Plump Mouse  ,Normal,0.5,20.0,Simple,59,45,40,35,40,31,255.0,70.0,50.0,Medium Fast,Field,15.0
400,Bibarel,4,Beaver  ,Normal,1.0,31.5,Simple,79,85,60,55,60,71,127.0,70.0,144.0,Medium Fast,Field,15.0
401,Kricketot,4,Cricket  ,Bug,0.3,2.2,Shed Skin,37,25,41,25,41,25,255.0,70.0,39.0,Medium Slow,Bug,15.0
402,Kricketune,4,Cricket  ,Bug,1.0,25.5,Swarm,77,85,51,55,51,65,45.0,70.0,134.0,Medium Slow,Bug,15.0
403,Shinx,4,Flash  ,Electric,0.5,9.5,Rivalry,45,65,34,40,34,45,235.0,70.0,53.0,Medium Slow,Field,20.0
404,Luxio,4,Spark  ,Electric,0.9,30.5,Rivalry,60,85,49,60,49,60,120.0,100.0,127.0,Medium Slow,Field,20.0
405,Luxray,4,Gleam Eyes  ,Electric,1.4,42.0,Rivalry,80,120,79,95,79,70,45.0,70.0,235.0,Medium Slow,Field,20.0
406,Budew,4,Bud  ,Grass,0.2,1.2,Natural Cure,40,30,35,50,70,55,255.0,70.0,56.0,Medium Slow,Undiscovered,20.0
407,Roserade,4,Bouquet  ,Grass,0.9,14.5,Natural Cure,60,70,65,125,105,90,75.0,70.0,232.0,Medium Slow,Fairy,20.0
408,Cranidos,4,Head Butt  ,Rock,0.9,31.5,Mold Breaker,67,125,40,30,30,58,45.0,70.0,70.0,Erratic,Monster,30.0
409,Rampardos,4,Head Butt  ,Rock,1.6,102.5,Mold Breaker,97,165,60,65,50,58,45.0,70.0,173.0,Erratic,Monster,30.0
410,Shieldon,4,Shield  ,Rock,0.5,57.0,Sturdy,30,42,118,42,88,30,45.0,70.0,70.0,Erratic,Monster,30.0
411,Bastiodon,4,Shield  ,Rock,1.3,149.5,Sturdy,60,52,168,47,138,30,45.0,70.0,173.0,Erratic,Monster,30.0
412,Burmy,4,Bagworm  ,Bug,0.2,3.4,Shed Skin,40,29,45,29,45,36,120.0,70.0,45.0,Medium Fast,Bug,15.0
413,Wormadam Plant Cloak,4,Bagworm  ,Bug,0.5,6.5,Anticipation,60,59,85,79,105,36,45.0,70.0,148.0,Medium Fast,Bug,15.0
413,Wormadam Sandy Cloak,4,Bagworm  ,Bug,0.5,6.5,Anticipation,60,79,105,59,85,36,45.0,70.0,148.0,Medium Fast,Bug,15.0
413,Wormadam Trash Cloak,4,Bagworm  ,Bug,0.5,6.5,Anticipation,60,69,95,69,95,36,45.0,70.0,148.0,Medium Fast,Bug,15.0
414,Mothim,4,Moth  ,Bug,0.9,23.3,Swarm,70,94,50,94,50,66,45.0,70.0,148.0,Medium Fast,Bug,15.0
415,Combee,4,Tiny Bee  ,Bug,0.3,5.5,Honey Gather,30,30,42,30,42,70,120.0,70.0,49.0,Medium Slow,Bug,15.0
416,Vespiquen,4,Beehive  ,Bug,1.2,38.5,Pressure,70,80,102,80,102,40,45.0,70.0,166.0,Medium Slow,Bug,15.0
417,Pachirisu,4,EleSquirrel  ,Electric,0.4,3.9,Run Away,60,45,70,45,90,95,200.0,100.0,142.0,Medium Fast,Fairy,10.0
418,Buizel,4,Sea Weasel  ,Water,0.7,29.5,Swift Swim,55,65,35,60,30,85,190.0,70.0,66.0,Medium Fast,Field,20.0
419,Floatzel,4,Sea Weasel  ,Water,1.1,33.5,Swift Swim,85,105,55,85,50,115,75.0,70.0,173.0,Medium Fast,Field,20.0
420,Cherubi,4,Cherry  ,Grass,0.4,3.3,Chlorophyll,45,35,45,62,53,35,190.0,70.0,55.0,Medium Fast,Fairy,20.0
421,Cherrim,4,Blossom  ,Grass,0.5,9.3,Flower Gift,70,60,70,87,78,85,75.0,70.0,158.0,Medium Fast,Fairy,20.0
422,Shellos,4,Sea Slug  ,Water,0.3,6.3,Sticky Hold,76,48,48,57,62,34,190.0,70.0,65.0,Medium Fast,Amorphous,20.0
423,Gastrodon,4,Sea Slug  ,Water,0.9,29.9,Sticky Hold,111,83,68,92,82,39,75.0,70.0,166.0,Medium Fast,Amorphous,20.0
424,Ambipom,4,Long Tail  ,Normal,1.2,20.3,Technician,75,100,66,60,66,115,45.0,100.0,169.0,Fast,Field,20.0
425,Drifloon,4,Balloon  ,Ghost,0.4,1.2,Aftermath,90,50,34,60,44,70,125.0,70.0,70.0,Fluctuating,Amorphous,30.0
426,Drifblim,4,Blimp  ,Ghost,1.2,15.0,Aftermath,150,80,44,90,54,80,60.0,70.0,174.0,Fluctuating,Amorphous,30.0
427,Buneary,4,Rabbit  ,Normal,0.4,5.5,Run Away,55,66,44,44,56,85,190.0,0.0,70.0,Medium Fast,Field,20.0
428,Lopunny,4,Rabbit  ,Normal,1.2,33.3,Cute Charm,65,76,84,54,96,105,60.0,140.0,168.0,Medium Fast,Field,20.0
428,Mega Lopunny,4,Rabbit  ,Normal,1.3,28.3,Scrappy,65,136,94,54,96,135,60.0,140.0,203.0,Medium Fast,Field,20.0
429,Mismagius,4,Magical  ,Ghost,0.9,4.4,Levitate,60,60,60,105,105,105,45.0,35.0,173.0,Fast,Amorphous,25.0
430,Honchkrow,4,Big Boss  ,Dark,0.9,27.3,Insomnia,100,125,52,105,52,71,30.0,35.0,177.0,Medium Slow,Flying,20.0
431,Glameow,4,Catty  ,Normal,0.5,3.9,Limber,49,55,42,42,37,85,190.0,70.0,62.0,Fast,Field,20.0
432,Purugly,4,Tiger Cat  ,Normal,1.0,43.8,Thick Fat,71,82,64,64,59,112,75.0,70.0,158.0,Fast,Field,20.0
433,Chingling,4,Bell  ,Psychic,0.2,0.6,Levitate,45,30,50,65,50,45,120.0,70.0,57.0,Fast,Undiscovered,25.0
434,Stunky,4,Skunk  ,Poison,0.4,19.2,Stench,63,63,47,41,41,74,225.0,70.0,66.0,Medium Fast,Field,20.0
435,Skuntank,4,Skunk  ,Poison,1.0,38.0,Stench,103,93,67,71,61,84,60.0,70.0,168.0,Medium Fast,Field,20.0
436,Bronzor,4,Bronze  ,Steel,0.5,60.5,Levitate,57,24,86,24,86,23,255.0,70.0,60.0,Medium Fast,Mineral,20.0
437,Bronzong,4,Bronze Bell  ,Steel,1.3,187.0,Levitate,67,89,116,79,116,33,90.0,70.0,175.0,Medium Fast,Mineral,20.0
438,Bonsly,4,Bonsai  ,Rock,0.5,15.0,Sturdy,50,80,95,10,45,10,255.0,70.0,58.0,Medium Fast,Undiscovered,20.0
439,Mime Jr.,4,Mime  ,Psychic,0.6,13.0,Soundproof,20,25,45,70,90,60,145.0,70.0,62.0,Medium Fast,Undiscovered,25.0
440,Happiny,4,Playhouse  ,Normal,0.6,24.4,Natural Cure,100,5,5,15,65,30,130.0,140.0,110.0,Fast,Undiscovered,40.0
441,Chatot,4,Music Note  ,Normal,0.5,1.9,Keen Eye,76,65,45,92,42,91,30.0,35.0,144.0,Medium Slow,Flying,20.0
442,Spiritomb,4,Forbidden  ,Ghost,1.0,108.0,Pressure,50,92,108,92,108,35,100.0,70.0,170.0,Medium Fast,Amorphous,30.0
443,Gible,4,Land Shark  ,Dragon,0.7,20.5,Sand Veil,58,70,45,40,45,42,45.0,70.0,60.0,Slow,Dragon,40.0
444,Gabite,4,Cave  ,Dragon,1.4,56.0,Sand Veil,68,90,65,50,55,82,45.0,70.0,144.0,Slow,Dragon,40.0
445,Garchomp,4,Mach  ,Dragon,1.9,95.0,Sand Veil,108,130,95,80,85,102,45.0,70.0,270.0,Slow,Dragon,40.0
445,Mega Garchomp,4,Mach  ,Dragon,1.9,95.0,Sand Force,108,170,115,120,95,92,45.0,70.0,315.0,Slow,Dragon,40.0
446,Munchlax,4,Big Eater  ,Normal,0.6,105.0,Pickup,135,85,40,40,85,5,50.0,70.0,78.0,Slow,Undiscovered,40.0
447,Riolu,4,Emanation  ,Fighting,0.7,20.2,Steadfast,40,70,40,35,40,60,75.0,70.0,57.0,Medium Slow,Undiscovered,25.0
448,Lucario,4,Aura  ,Fighting,1.2,54.0,Steadfast,70,110,70,115,70,90,45.0,70.0,184.0,Medium Slow,Field,25.0
448,Mega Lucario,4,Aura  ,Fighting,1.3,57.5,Adaptability,70,145,88,140,70,112,45.0,70.0,219.0,Medium Slow,Field,25.0
449,Hippopotas,4,Hippo  ,Ground,0.8,49.5,Sand Stream,68,72,78,38,42,32,140.0,70.0,66.0,Slow,Field,30.0
450,Hippowdon,4,Heavyweight  ,Ground,2.0,300.0,Sand Stream,108,112,118,68,72,47,60.0,70.0,184.0,Slow,Field,30.0
451,Skorupi,4,Scorpion  ,Poison,0.8,12.0,Battle Armor,40,50,90,30,55,65,120.0,70.0,66.0,Slow,Bug,20.0
452,Drapion,4,Ogre Scorp  ,Poison,1.3,61.5,Battle Armor,70,90,110,60,75,95,45.0,70.0,175.0,Slow,Bug,20.0
453,Croagunk,4,Toxic Mouth  ,Poison,0.7,23.0,Anticipation,48,61,40,61,40,50,140.0,100.0,60.0,Medium Fast,Human-Like,10.0
454,Toxicroak,4,Toxic Mouth  ,Poison,1.3,44.4,Anticipation,83,106,65,86,65,85,75.0,70.0,172.0,Medium Fast,Human-Like,20.0
455,Carnivine,4,Bug Catcher  ,Grass,1.4,27.0,Levitate,74,100,72,90,72,46,200.0,70.0,159.0,Slow,Grass,25.0
456,Finneon,4,Wing Fish  ,Water,0.4,7.0,Swift Swim,49,49,56,49,61,66,190.0,70.0,66.0,Erratic,Water 2,20.0
457,Lumineon,4,Neon  ,Water,1.2,24.0,Swift Swim,69,69,76,69,86,91,75.0,70.0,161.0,Erratic,Water 2,20.0
458,Mantyke,4,Kite  ,Water,1.0,65.0,Swift Swim,45,20,50,60,120,50,25.0,70.0,69.0,Slow,Undiscovered,25.0
459,Snover,4,Frost Tree  ,Grass,1.0,50.5,Snow Warning,60,62,50,62,60,40,120.0,70.0,67.0,Slow,Grass,20.0
460,Abomasnow,4,Frost Tree  ,Grass,2.2,135.5,Snow Warning,90,92,75,92,85,60,60.0,70.0,173.0,Slow,Grass,20.0
460,Mega Abomasnow,4,Frost Tree  ,Grass,2.7,185.0,Snow Warning,90,132,105,132,105,30,60.0,70.0,208.0,Slow,Grass,20.0
461,Weavile,4,Sharp Claw  ,Dark,1.1,34.0,Pressure,70,120,65,45,85,125,45.0,35.0,179.0,Medium Slow,Field,20.0
462,Magnezone,4,Magnet Area  ,Electric,1.2,180.0,Magnet Pull,70,70,115,130,90,60,30.0,70.0,241.0,Medium Fast,Mineral,20.0
463,Lickilicky,4,Licking  ,Normal,1.7,140.0,Own Tempo,110,85,95,80,95,50,30.0,70.0,180.0,Medium Fast,Monster,20.0
464,Rhyperior,4,Drill  ,Ground,2.4,282.8,Lightning Rod,115,140,130,55,55,40,30.0,70.0,241.0,Slow,Field,20.0
465,Tangrowth,4,Vine  ,Grass,2.0,128.6,Chlorophyll,100,100,125,110,50,50,30.0,70.0,187.0,Medium Fast,Grass,20.0
466,Electivire,4,Thunderbolt  ,Electric,1.8,138.6,Motor Drive,75,123,67,95,85,95,30.0,70.0,243.0,Medium Fast,Human-Like,25.0
467,Magmortar,4,Blast  ,Fire,1.6,68.0,Flame Body,75,95,67,125,95,83,30.0,70.0,243.0,Medium Fast,Human-Like,25.0
468,Togekiss,4,Jubilee  ,Fairy,1.5,38.0,Hustle,85,50,95,120,115,80,30.0,70.0,245.0,Fast,Fairy,10.0
469,Yanmega,4,Ogre Darner  ,Bug,1.9,51.5,Speed Boost,86,76,86,116,56,95,30.0,70.0,180.0,Medium Fast,Bug,20.0
470,Leafeon,4,Verdant  ,Grass,1.0,25.5,Leaf Guard,65,110,130,60,65,95,45.0,35.0,184.0,Medium Fast,Field,35.0
471,Glaceon,4,Fresh Snow  ,Ice,0.8,25.9,Snow Cloak,65,60,110,130,95,65,45.0,35.0,184.0,Medium Fast,Field,35.0
472,Gliscor,4,Fang Scorp  ,Ground,2.0,42.5,Hyper Cutter,75,95,125,45,75,95,30.0,70.0,179.0,Medium Slow,Bug,20.0
473,Mamoswine,4,Twin Tusk  ,Ice,2.5,291.0,Oblivious,110,130,80,70,60,80,50.0,70.0,239.0,Slow,Field,20.0
474,Porygon-Z,4,Virtual  ,Normal,0.9,34.0,Adaptability,85,80,70,135,75,90,30.0,70.0,241.0,Medium Fast,Mineral,20.0
